label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
A,0.0,0.0,0.0,-0.3488191335585544,-0.1147098889620255,-0.11304686059366624,-0.6133286916662387,-0.5107639724517051,-0.13509343144038458,-0.7055919319541668,-0.9586892595332959,-0.16105046722739833,-0.7548258706797744,-1.2703396645619554,-0.1509115855592162,-0.4822002080151301,-0.9257641286515964,0.0727947690635896,-0.5259340218454045,-1.1913130208981701,-0.06584850336021934,-0.46372619073232285,-0.8504231862186886,-0.11580087900864935,-0.43407352003544,-0.7798646931944785,-0.1278898775211019,-0.2745270475929441,-0.9590908777373292,0.06913456719283809,-0.31304388576378334,-1.168344324572526,-0.07065820255705889,-0.2872502786885006,-0.7614199430681018,-0.07508091712808045,-0.2803935020635042,-0.7758854801938474,-0.039130924104453756,-0.07835812019584405,-0.9509333230449459,0.02414690208225581,-0.11200022639297248,-1.1645206896139735,-0.1335912403733156,-0.11487260875040997,-0.7868179534117269,-0.0641353113240095,-0.1034627588039567,-0.7673246268865354,0.02553091081377709,0.12141360816128678,-0.9305034475139753,-0.03404291122911097,0.07962290946321805,-1.0954392777669402,-0.10622633533288497,0.05089600513553464,-0.8212002806083393,-0.04009740542930965,0.0600982152679765,-0.7552830824776016,0.03314577593223266
A,0.0,0.0,0.0,-0.35232417815838696,-0.04660802517700182,-0.12163734227524015,-0.6355379944969618,-0.46898000308709825,-0.14445547964992686,-0.7341017633389593,-0.9420079241011379,-0.1652510486295037,-0.782752737151824,-1.2597677807983554,-0.15008738779667793,-0.5425692350259756,-0.9004879974134548,0.019663412783744148,-0.5735136147588931,-1.188417771348051,-0.12302514721357288,-0.49614713858164944,-0.8166338555487943,-0.16208987046059184,-0.46224008652760623,-0.7381659783728044,-0.16718328322390097,-0.3223333917502975,-0.9464217475065613,0.019673850903573525,-0.35508249893033716,-1.1640115074769652,-0.12532996555743345,-0.31824451848513724,-0.7290687915851671,-0.11603836491298258,-0.3062025153369818,-0.7341002044852555,-0.07093260527894228,-0.10969951113233234,-0.942959958572262,-0.019457880909902067,-0.1374054431525183,-1.1643667844074668,-0.18417186574501224,-0.1280625243355673,-0.7532831747367079,-0.10208723540516457,-0.11546486069898107,-0.7269734087792662,-0.004910970912877169,0.1016542671668378,-0.9268779734796575,-0.07133089240027222,0.0634974964881931,-1.0832455965135759,-0.14931807577958853,0.045898321599837484,-0.7858569817320525,-0.08017938002228456,0.05560544532759366,-0.7225298254394967,-0.0064262973913103835
A,0.0,0.0,0.0,-0.3236657555098671,-0.10135981844422763,-0.11378468467508122,-0.5888177627051271,-0.5025070216851268,-0.13632001280198414,-0.6812902685023763,-0.9379823450821994,-0.16021382469995527,-0.7293572636788793,-1.2459456925096792,-0.1489616954558068,-0.4834066676801991,-0.9238076438984109,0.05011883978503234,-0.5260996538699048,-1.1768202580932343,-0.09150740479320273,-0.4602103649128164,-0.8365053983565423,-0.14132762988343484,-0.42456005713325046,-0.7649416527512222,-0.15298011482965265,-0.2783211757025437,-0.9593356479608562,0.04703655713461318,-0.32054101811354463,-1.1552231649543927,-0.09392772112837565,-0.2917201063153758,-0.7408832313542478,-0.09405800931700647,-0.2778845323650286,-0.7497332263859802,-0.05474006263957057,-0.08023042125704763,-0.948696314136774,0.0038687066317634445,-0.11522617261736912,-1.147904281713161,-0.1530999840490633,-0.1191800692896717,-0.7584260516075152,-0.0812593696587304,-0.10854768144506953,-0.7404904430244307,0.009343608949790035,0.12000718563051059,-0.9248378279922863,-0.05218609578501358,0.07625323512413523,-1.0838054211138313,-0.1262725938983789,0.0449955102895282,-0.7961931125847295,-0.06053930006378159,0.05099738134305823,-0.7310918518094448,0.012430843589869203
A,0.0,0.0,0.0,-0.34193296875173645,-0.09270257008228923,-0.10993716761215581,-0.6212128716844115,-0.49303662695868644,-0.13331242941086266,-0.7141087902361245,-0.9478701855963955,-0.16103881452332114,-0.7705816002847206,-1.2661580718755965,-0.1534627805143879,-0.5019483871978442,-0.9174337029555001,0.0519432051754892,-0.5572661723286602,-1.210843945449442,-0.10001972972410837,-0.48974548139618174,-0.8656225048039919,-0.15229275138951015,-0.4475275475867564,-0.7626164595170426,-0.1609579536323149,-0.291828134166627,-0.955393045258252,0.04539239122351785,-0.3363238930667084,-1.1655536847601566,-0.10071857749432339,-0.3031277620751084,-0.7485875786504297,-0.10013594636689242,-0.2935323869418747,-0.7489821558762405,-0.05934249315810588,-0.08953610191709852,-0.9527095261083903,-0.0023790635121194786,-0.12905869614621712,-1.1620679242535377,-0.16765482553696634,-0.12230697885149443,-0.7663429909342757,-0.09325219908568008,-0.1109696381411167,-0.7405271708421405,0.001272793446140737,0.11447073706343226,-0.9367145136444064,-0.062452181041337006,0.06370114398519505,-1.093246000936226,-0.1424164035692005,0.0444327166043741,-0.805922576524469,-0.07547602189388697,0.05702541517190525,-0.7415918538986613,-0.00017023004593049465
A,0.0,0.0,0.0,-0.3505330416695119,-0.03998687055308051,-0.11270415805061614,-0.6350067827636035,-0.46307955883433927,-0.13077351622368666,-0.7268930182021084,-0.9407931614885829,-0.1474953240340485,-0.7720281121693937,-1.2584464526366808,-0.12852170484117242,-0.5346027797508233,-0.9066649731200448,0.029614391074800423,-0.5677018580391595,-1.1812714970309348,-0.10797193990054764,-0.4921315544600415,-0.8201918707718924,-0.14821906873510368,-0.4611327611187092,-0.7497835777276708,-0.15534143549335128,-0.3209056447822887,-0.9467483535179673,0.026213016954969772,-0.35020313556724625,-1.1574873069887022,-0.11084354742492233,-0.3133678882563643,-0.7316563277161857,-0.10375356457324843,-0.31144050505762666,-0.7445526315893158,-0.06229868660394144,-0.11610303156366589,-0.9436954910790908,-0.015258380499668555,-0.14327899398096178,-1.1493505141372138,-0.17242079398981472,-0.13192065748948126,-0.7484839305751206,-0.09587360080867587,-0.12637556195822253,-0.7361067540015044,-0.005049842502630452,0.09171108273175828,-0.9353011041665158,-0.06861308236706128,0.0499240081340758,-1.0801258031989032,-0.1404036969275472,0.037195963407346384,-0.7860287925469099,-0.07171070458774963,0.04543419007535219,-0.7324360034597919,0.00026008491764123416
A,0.0,0.0,0.0,-0.3402162076493108,-0.08537441452173249,-0.10264585462280484,-0.6104531731054432,-0.4927226902549884,-0.12191833584526926,-0.6976097087459573,-0.9387257407682534,-0.14443119186231868,-0.7529340272223477,-1.2485573316232337,-0.13334572425680077,-0.4980321314041834,-0.918850766509054,0.04448585725638881,-0.5485399063162992,-1.1882565658884463,-0.09207101697800957,-0.4831545640021764,-0.8477732968611048,-0.13721369849495624,-0.444884279875569,-0.7581822552386365,-0.14539168976805036,-0.28585325461171485,-0.9575935438429464,0.03609046436660731,-0.32970531586656937,-1.1628110577294928,-0.09415140463908822,-0.29621715159230744,-0.7521386729104372,-0.08858787173115033,-0.27933343133339955,-0.741972851078727,-0.04956812579165085,-0.08217217648058509,-0.9474404920979196,-0.010121583948945615,-0.12209285550572922,-1.1653120514453745,-0.1593485530059131,-0.11988002157196365,-0.7762497070109776,-0.08469861690696612,-0.10801425135317363,-0.7350181508267266,0.0043948495007491645,0.12264585578123556,-0.9237050651122185,-0.06798046533308015,0.07635984376558698,-1.1027498699253089,-0.13843199252560862,0.048168489359126744,-0.8167655831197993,-0.07105577461181958,0.05212388490401346,-0.7341792116537446,0.0009182733091273428
A,0.0,0.0,0.0,-0.35655508046851764,-0.09625913903762746,-0.1139851624185973,-0.6436127703748346,-0.5022703859533394,-0.13805233347008233,-0.7464093697844068,-0.9697040287992419,-0.16573103509158948,-0.796839796680973,-1.2958170632730317,-0.1578484862959969,-0.5152380233606045,-0.925897295430175,0.03936678128748839,-0.5749720495953404,-1.2286520327733568,-0.11655651462309585,-0.5076100184355853,-0.8554787779790953,-0.16591683923294545,-0.4647305092492243,-0.75921121886904,-0.17300931666352612,-0.2934074407325847,-0.9553936801870531,0.03368960642978316,-0.34667064130648617,-1.192516856428074,-0.12355964673773098,-0.3183289678615295,-0.7480313951160762,-0.12211021474412548,-0.29980684095144455,-0.7398496978420919,-0.0793560176486067,-0.08299099214888409,-0.9477735146398115,-0.012774982231615701,-0.12628744009408827,-1.1973248629580624,-0.18927909234585796,-0.12766760610394967,-0.7719208826779541,-0.10841901365600402,-0.10883480755600806,-0.7248329341879356,-0.00676632373052419,0.1281601803409813,-0.9282691427289144,-0.07138329786186286,0.08286222311020236,-1.120166367875781,-0.15660939279271832,0.05516744350556782,-0.8130448067630999,-0.08587717320357634,0.06617305886347181,-0.7248381604397873,-0.007464196776870703
A,0.0,0.0,0.0,-0.3535351519544534,-0.10118695726434919,-0.10693450488750554,-0.6231834690775147,-0.5088222532613408,-0.12381833905165754,-0.713668109020522,-0.9586112945020975,-0.14276191627038654,-0.7674335586814132,-1.2697395313946882,-0.12628081760958554,-0.4931822926037947,-0.9264176880274966,0.0471169550912806,-0.5593407237491612,-1.1921522715113144,-0.08772326921651072,-0.48505423815902343,-0.8299233844670524,-0.13041856182411782,-0.43457320241977165,-0.755539984472287,-0.13784533864570317,-0.2856312909952696,-0.9573337990453883,0.043894906420902456,-0.3434216693633747,-1.1680262692949073,-0.09184820589437993,-0.30879619070398107,-0.7442430092375714,-0.08644802677707644,-0.2810416521735368,-0.7424056563189355,-0.04420114093261919,-0.08719454148547426,-0.948783147883442,0.002293892117955177,-0.13884215490789853,-1.1676621817032729,-0.1514588402461843,-0.13385556910412116,-0.768068424287694,-0.07475800401329222,-0.10326611092929512,-0.7330993778247703,0.02031350180710957,0.11502089927428352,-0.9318179971265659,-0.051317265666516655,0.053189509121801676,-1.1097065358525982,-0.11891810446766872,0.025708521550342395,-0.8266221942321655,-0.048290709571996986,0.04730587582454603,-0.7542317093334212,0.02798371931161762
A,0.0,0.0,0.0,-0.3493446407167606,-0.08683758494550997,-0.12426413184379145,-0.6263909578660096,-0.4896569563706478,-0.15088342103367441,-0.7210194835668532,-0.9459438455868047,-0.1763518609730747,-0.7668694534786443,-1.2625916247691913,-0.16461080491959687,-0.5104805073545877,-0.9218032011965149,0.023720186563571683,-0.5651326407494093,-1.1919468978635304,-0.124562981749392,-0.4893006948250439,-0.8180163918967892,-0.17023440543848428,-0.44965213668444864,-0.7637101956756664,-0.17998365325662263,-0.2912198411882512,-0.9563578839548086,0.023887274766508496,-0.3425124522510853,-1.1663164324643513,-0.1301695399831483,-0.310261801584667,-0.7290799894297378,-0.12616776746804023,-0.2936655858917563,-0.7479249381814429,-0.08264936425299142,-0.08396712669637223,-0.9492818705964691,-0.015945438170393338,-0.12807355062396106,-1.1619025513302688,-0.1858830948283117,-0.12329973077071928,-0.7506955470255801,-0.1031872182982784,-0.09936302808299445,-0.7414997845423846,-0.0024420138215611943,0.12297910952265093,-0.9328177502920435,-0.06907972315716611,0.0663260279947588,-1.0925325307805143,-0.14620234374038887,0.04374507091090835,-0.7998254143189121,-0.07308707772780337,0.06507211181241473,-0.7431669584604392,0.005462051951833776
A,0.0,0.0,0.0,-0.3368865133738216,-0.09187924604378585,-0.10078625913332397,-0.6116940356770126,-0.5001228444120387,-0.11996713945904056,-0.7088457398095506,-0.9347624672227319,-0.1437239364714641,-0.7620578046288145,-1.2401704591890745,-0.13391282117405512,-0.4977313251121846,-0.9182795377530129,0.04481442733299906,-0.5561627584485077,-1.1892422137312566,-0.09530300675722671,-0.48668592911820036,-0.8448970302968599,-0.14121485798819824,-0.4389101534878347,-0.745690317326709,-0.14824068904726914,-0.2908408494626358,-0.9561534169921861,0.03438376736221723,-0.3343827317504919,-1.154867407330562,-0.09931238409366583,-0.29890631673716955,-0.7444963549799902,-0.09331446357479951,-0.2833042040936368,-0.7317233358404992,-0.0521673668397434,-0.08772166896058484,-0.9472694854873867,-0.014077719406209133,-0.12332306567393421,-1.1505057672061665,-0.1658380847602604,-0.11519109818069131,-0.7635242657927381,-0.08879628525366091,-0.10138656525369819,-0.722252100948847,0.0034543480075328397,0.11806816585498678,-0.9194071381351154,-0.07426054371081534,0.06980366200604184,-1.0938529727756487,-0.14728426451400067,0.04964068509017209,-0.8112365827944397,-0.07772323844108658,0.060937427025139976,-0.7293959664397741,-0.0026170605023421102
A,0.0,0.0,0.0,-0.35763140956464606,-0.10901974934704906,-0.08986497807298181,-0.6350441559257438,-0.5200676424886239,-0.10814429134682797,-0.7254307754149075,-0.9599956825786627,-0.13606424092264888,-0.7759417035664266,-1.273903633278095,-0.13549077556998235,-0.501866938395519,-0.9084752414605448,0.05195763323249309,-0.5606717417085544,-1.2134290600967972,-0.09659617143908755,-0.49784036309758545,-0.8757109136746992,-0.1594395136642484,-0.452238997585452,-0.7211442062511902,-0.17398305336217984,-0.2893016211719498,-0.956560079713527,0.036019243269848025,-0.3482678048736107,-1.1851724733681233,-0.10078566796122716,-0.30375444638891774,-0.8019179953218453,-0.10816111656293796,-0.278588882099447,-0.7224726544722193,-0.07678915510858562,-0.07995059323403181,-0.9572101352210015,-0.016967012889615853,-0.12922516908428158,-1.1849698623446514,-0.16287187546143878,-0.11001296842015205,-0.8181951698662417,-0.09140735448916086,-0.0937109988204356,-0.718805820005471,-0.004711232140744335,0.1328017495496652,-0.9284393698880063,-0.08121924336572109,0.0757711387092968,-1.1245243347995857,-0.14836685665302232,0.06735753885209243,-0.854649851999882,-0.07879612887382272,0.07534041317688123,-0.7423886096493449,-0.006335115106294075
A,0.0,0.0,0.0,-0.3483370215590815,-0.10500943111361422,-0.08989539691717273,-0.6082524825582667,-0.5153792954818796,-0.10535404720550476,-0.6942130932292222,-0.9480119731383625,-0.1283094070491983,-0.7547231923193651,-1.2548699569016228,-0.12131009131509118,-0.4724525429270461,-0.9269163075989947,0.04932033506809693,-0.5495448681904276,-1.1941082010427966,-0.09158958008903144,-0.4884221473165643,-0.8414182607917022,-0.14305229654648605,-0.4281565462686433,-0.7258287826393276,-0.15332775354109338,-0.2694912213160938,-0.9623756824476337,0.03474949592456303,-0.3416506333762684,-1.161960425521662,-0.09873994323062749,-0.30890964723354924,-0.7457402296205914,-0.09504277076587457,-0.2657984198045169,-0.7112847284903544,-0.0552454184854394,-0.06924704940071248,-0.9499676821405048,-0.016677771070125736,-0.12655058970739091,-1.1605538734398033,-0.16655358672101214,-0.1235717334925273,-0.7640117775709162,-0.08769630842381823,-0.08862420758588206,-0.7016353158915828,0.0064168381567299764,0.13481038336574142,-0.915871494011506,-0.0792375073323825,0.07491662309036626,-1.0987704847142379,-0.15003207205487926,0.04529271165034345,-0.808206175380693,-0.0779235970868343,0.062196116839631506,-0.7098874001522055,-0.001204182748166426
